Column fy Mpa,Beam fy Mpa,Columns 1-3 I mm4*10^6,Columns 4-6 I mm4*10^6,Columns 1-3 A mm2,Columns 4-6 A mm2,Beam I mm4*10^6,Spans,Number of floors,Floor height m,Span width m,LLRS tributary width m,Floor mass kg,Facade Load kN/m,PGA g,Magnitude,Distance to fault km,Period s,Max drift mm,Final Dead Load,Final Live Load,soil_class__B,soil_class__C
355.0,355.0,25.1,16.73,4525.0,3877.0,117.7,6.0,5.0,3.5,4.0,10.5,57963.8268,3.0,0.15,6.2,13.91,2.0515894797135297,10.4715297921222,3.5,10.5,1.0,0.0
355.0,235.0,450.7,330.9,15898.0,14276.0,1752.0,1.0,6.0,3.5,6.0,12.0,33894.828,1.0,0.15,6.33,18.96,1.095372110792931,17.2614230269801,6.0,10.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,337.4,4.0,2.0,3.0,5.0,5.0,56491.38,1.0,0.14,5.9,25.5,0.2328909774587698,2.5129612112953,12.5,2.5,0.0,1.0
235.0,235.0,10.33,6.062,3142.0,2534.0,671.2,2.0,6.0,3.0,7.0,8.0,31064.1408,0.0,0.123,6.19,12.9,3.2191470652699,14.4273114069827,4.0,6.0,0.0,1.0
275.0,235.0,36.92,0.0,5383.0,0.0,13.17,5.0,3.0,3.5,3.0,12.0,74642.04,4.0,0.171,6.0,17.28,1.8726950849942612,44.485578877291395,8.0,20.0,0.0,1.0
275.0,235.0,77.63,54.1,7684.0,6434.0,231.3,6.0,5.0,3.5,8.0,20.0,643308.336,1.0,0.2,6.77,23.99,4.4948016849233,80.1411042917926,24.0,8.0,0.0,1.0
355.0,235.0,6.062,0.0,2534.0,0.0,920.8,3.0,3.0,3.5,3.0,21.0,23897.6892,0.0,0.283,7.28,19.74,1.964538892330161,40.808272646975404,3.5,3.5,0.0,1.0
355.0,235.0,1752.0,1412.0,24164.0,22646.0,162.7,1.0,5.0,3.5,6.0,6.0,24742.0008,3.0,0.3,6.6,10.27,1.1140563856473775,21.552150846678,7.5,1.5,1.0,0.0
275.0,275.0,450.7,0.0,15898.0,0.0,231.3,1.0,3.0,3.0,8.0,3.5,18705.3768,2.0,0.15,6.2,13.91,0.5559285481357898,4.8401421057619,17.5,7.0,1.0,0.0
235.0,235.0,104.5,0.0,8682.0,0.0,162.7,1.0,3.0,4.0,5.0,21.0,58999.84199999999,4.0,0.2,6.77,23.99,1.8337947755041375,54.7655444413134,10.5,10.5,0.0,1.0
235.0,235.0,54.1,0.0,6434.0,0.0,337.4,2.0,3.0,3.0,5.0,17.5,79842.51,2.0,0.14,5.9,25.5,1.2861088876036886,6.4746491182911,10.5,14.0,0.0,1.0
355.0,235.0,10.33,6.062,3142.0,2534.0,83.56,6.0,5.0,3.5,7.0,21.0,150238.51919999998,2.0,0.15,6.33,18.96,5.072966706201917,95.76640962335051,3.5,7.0,0.0,1.0
235.0,235.0,77.63,0.0,7684.0,0.0,19.43,2.0,2.0,3.0,3.0,15.0,27898.992,2.0,0.14,5.9,25.5,0.7179769893350096,5.0323168673623,5.0,2.5,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,83.56,4.0,1.0,3.0,8.0,17.5,255822.336,0.0,0.3,6.6,10.27,0.2847408548587292,15.154401886900201,14.0,7.0,1.0,0.0
355.0,235.0,1119.0,0.0,21176.0,0.0,482.0,1.0,3.0,3.0,7.0,15.0,84635.1,2.0,0.171,6.0,17.28,0.7649694467909143,15.501833170014,15.0,12.5,0.0,1.0
275.0,275.0,16.73,0.0,3877.0,0.0,57.9,6.0,2.0,3.0,5.0,3.0,28633.176,1.0,0.283,7.28,19.74,0.645171236781768,25.456067785984498,3.0,4.5,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,162.7,6.0,3.0,3.5,8.0,5.0,127258.56,0.0,0.15,6.33,18.96,0.7264281887355697,20.8629777527653,10.0,12.5,0.0,1.0
275.0,275.0,637.2,0.0,17803.0,0.0,13.17,5.0,1.0,4.0,5.0,6.0,49149.53999999999,2.0,0.15,6.33,18.96,0.2325059662393886,4.709866057162301,4.0,6.0,0.0,1.0
355.0,235.0,16.73,10.33,3877.0,3142.0,337.4,3.0,5.0,3.5,8.0,9.0,103960.4544,0.0,0.283,7.28,19.74,4.223390391961633,155.7788510360135,12.0,9.0,0.0,1.0
235.0,235.0,16.73,0.0,3877.0,0.0,920.8,6.0,3.0,4.0,3.0,7.5,58061.71800000001,4.0,0.3,6.6,10.27,1.7120033157304135,46.2769982463373,4.5,1.5,1.0,0.0
275.0,275.0,54.1,0.0,6434.0,0.0,920.8,1.0,2.0,3.0,5.0,20.0,57307.14,2.0,0.15,6.33,18.96,0.8884209354672843,26.838611376522902,16.0,12.0,0.0,1.0
275.0,235.0,25.1,0.0,4525.0,0.0,57.9,1.0,1.0,4.0,4.0,4.5,6248.7216,2.0,0.2,6.77,23.99,0.4164156941612756,14.6939495099379,1.5,6.0,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,162.7,4.0,3.0,3.0,8.0,24.0,264436.7616,4.0,0.283,7.28,19.74,1.0387979839571388,25.5015689041803,8.0,16.0,0.0,1.0
235.0,235.0,25.1,16.73,4525.0,3877.0,38.92,2.0,6.0,3.5,6.0,1.5,14744.862,1.0,0.1,6.69,35.66,2.562585523563841,12.5171538245835,9.0,7.5,1.0,0.0
275.0,275.0,54.1,0.0,6434.0,0.0,231.3,5.0,1.0,3.5,3.0,6.0,31937.004,0.0,0.123,6.19,12.9,0.2928069706100635,2.1064939400272,6.0,4.0,0.0,1.0
275.0,235.0,10.33,6.062,3142.0,2534.0,671.2,2.0,5.0,3.5,8.0,18.0,50511.8592,0.0,0.14,5.9,25.5,4.202200515532014,8.843857540949,3.0,9.0,0.0,1.0
275.0,275.0,637.2,450.7,17803.0,15898.0,337.4,6.0,5.0,3.5,5.0,24.0,188318.19600000005,3.0,0.15,6.33,18.96,1.226219469134637,33.609726839237794,8.0,4.0,0.0,1.0
355.0,275.0,3034.0,2153.0,28583.0,26048.0,38.92,1.0,5.0,4.0,3.0,2.5,7770.114,3.0,0.354,6.5,15.82,0.849238297864286,20.0243083410657,15.0,10.0,1.0,0.0
235.0,235.0,25.1,0.0,4525.0,0.0,38.92,1.0,2.0,3.5,3.0,21.0,45335.862,4.0,0.15,6.2,13.91,1.6807333497974215,26.294132788226,10.5,17.5,1.0,0.0
235.0,235.0,36.92,0.0,5383.0,0.0,231.3,3.0,3.0,3.5,8.0,12.0,195195.05280000003,1.0,0.1,6.69,35.66,2.628243948836825,18.6355787331743,24.0,8.0,1.0,0.0
235.0,235.0,3.492,0.0,2124.0,0.0,27.72,1.0,2.0,3.5,3.0,9.0,24105.708,2.0,0.15,6.33,18.96,2.716833706435756,99.2429281527028,18.0,15.0,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,117.7,1.0,1.0,4.0,7.0,8.0,15882.847199999998,2.0,0.2,6.77,23.99,0.1678641962930709,2.5779242791835,2.0,8.0,0.0,1.0
275.0,235.0,330.9,276.9,14276.0,13347.0,1752.0,5.0,5.0,4.0,8.0,12.0,360239.61600000004,3.0,0.171,6.0,17.28,2.006360391447258,24.682354311120097,18.0,12.0,0.0,1.0
355.0,235.0,450.7,0.0,15898.0,0.0,920.8,4.0,2.0,4.0,3.0,6.0,33283.008,1.0,0.3,6.6,10.27,0.2670970740269322,10.6726149664615,9.0,15.0,1.0,0.0
275.0,275.0,1119.0,0.0,21176.0,0.0,920.8,4.0,3.0,3.0,3.0,6.0,22417.0848,4.0,0.1,6.1,32.84,0.1771404124370914,0.6955683477972,2.0,6.0,1.0,0.0
355.0,355.0,330.9,276.9,14276.0,13347.0,1119.0,6.0,5.0,4.0,6.0,3.0,35877.1248,2.0,0.123,6.19,12.9,0.6573469730285032,2.8876046481897,3.0,3.0,0.0,1.0
355.0,235.0,637.2,450.7,17803.0,15898.0,231.3,3.0,6.0,3.5,5.0,6.0,29917.998,1.0,0.3,6.6,10.27,0.9464664826037882,19.7042944692394,3.0,6.0,1.0,0.0
275.0,275.0,16.73,0.0,3877.0,0.0,117.7,5.0,1.0,3.0,6.0,15.0,303462.72,1.0,0.3,6.6,10.27,1.2533710199274517,88.9203649274055,18.0,6.0,1.0,0.0
235.0,235.0,16.73,0.0,3877.0,0.0,19.43,3.0,2.0,3.0,5.0,2.5,14734.665,4.0,0.15,6.2,13.91,0.7353165400431272,6.3173958535305,2.5,7.5,1.0,0.0
355.0,275.0,6447.0,5538.0,40005.0,34685.0,19.43,2.0,6.0,3.0,4.0,3.0,9691.2288,0.0,0.14,5.9,25.5,0.6094156862128016,3.2146325483432,4.5,6.0,0.0,1.0
355.0,355.0,2153.0,1752.0,26048.0,24164.0,117.7,3.0,5.0,4.0,8.0,24.0,270473.38560000004,1.0,0.171,6.0,17.28,3.015685465622469,30.535328429243,16.0,8.0,0.0,1.0
275.0,275.0,25.1,16.73,4525.0,3877.0,57.9,5.0,6.0,3.5,8.0,7.5,105640.92,4.0,0.123,6.19,12.9,4.383504982105549,11.9150183767602,5.0,7.5,0.0,1.0
275.0,275.0,276.9,229.3,13347.0,12437.0,671.2,3.0,5.0,4.0,7.0,16.0,260080.6032,4.0,0.354,6.5,15.82,2.548426561772221,32.506339121039,24.0,16.0,1.0,0.0
275.0,275.0,136.7,104.5,9726.0,8682.0,57.9,4.0,4.0,3.0,4.0,3.5,23542.8336,4.0,0.3,6.6,10.27,0.7361016130794112,19.410357731446798,7.0,7.0,1.0,0.0
275.0,275.0,3.492,0.0,2124.0,0.0,231.3,5.0,1.0,3.5,7.0,24.0,106211.952,0.0,0.283,7.28,19.74,1.9418129533920372,75.4685545538451,4.0,4.0,0.0,1.0
235.0,235.0,229.3,0.0,12437.0,0.0,117.7,1.0,2.0,3.0,6.0,24.0,104180.7096,1.0,0.15,6.33,18.96,1.055326143175188,33.7057203451393,24.0,12.0,0.0,1.0
355.0,355.0,869.7,0.0,19754.0,0.0,27.72,5.0,2.0,3.5,5.0,4.0,69339.6,4.0,0.283,7.28,19.74,0.491995187596964,35.7689410935394,20.0,8.0,0.0,1.0
275.0,275.0,450.7,330.9,15898.0,14276.0,482.0,4.0,5.0,3.5,5.0,14.0,127911.168,0.0,0.1,6.1,32.84,1.205038247310826,7.7788051739832,14.0,7.0,1.0,0.0
235.0,235.0,1119.0,0.0,21176.0,0.0,162.7,5.0,1.0,3.0,3.0,7.5,22790.295,1.0,0.171,6.0,17.28,0.0700711341627415,0.233078614587,1.5,4.5,0.0,1.0
355.0,275.0,229.3,0.0,12437.0,0.0,231.3,1.0,1.0,3.0,6.0,16.0,53130.4488,3.0,0.14,5.9,25.5,0.3281111735317799,8.4964242606499,16.0,4.0,0.0,1.0
275.0,275.0,136.7,104.5,9726.0,8682.0,162.7,2.0,5.0,3.0,4.0,21.0,143736.912,4.0,0.14,5.9,25.5,2.34995344146506,6.7248144844161,21.0,17.5,0.0,1.0
235.0,235.0,16.73,0.0,3877.0,0.0,83.56,3.0,3.0,3.5,6.0,3.5,30754.152,4.0,0.2,6.77,23.99,1.5414189280450892,44.008359750606,7.0,17.5,0.0,1.0
235.0,235.0,104.5,77.63,8682.0,7684.0,83.56,3.0,5.0,3.5,6.0,8.0,76355.13600000001,0.0,0.14,5.9,25.5,2.3681796534077137,6.246248425026,8.0,10.0,0.0,1.0
355.0,355.0,1119.0,0.0,21176.0,0.0,671.2,3.0,3.0,4.0,8.0,7.5,80637.87599999999,2.0,0.15,6.2,13.91,0.6321606108926208,4.3810643507484,4.5,6.0,1.0,0.0
275.0,235.0,1119.0,0.0,21176.0,0.0,162.7,1.0,1.0,4.0,3.0,3.0,7525.385999999999,1.0,0.15,6.2,13.91,0.1060824288795189,1.0774212357853,18.0,15.0,1.0,0.0
355.0,355.0,5538.0,4221.0,34685.0,32053.0,83.56,3.0,5.0,4.0,6.0,4.5,29954.7072,2.0,0.15,6.33,18.96,0.8629812393967891,13.6315342876893,3.0,6.0,0.0,1.0
275.0,275.0,16.73,0.0,3877.0,0.0,13.17,1.0,1.0,3.5,3.0,20.0,41114.304,0.0,0.171,6.0,17.28,1.153756841413009,54.265011973509196,24.0,12.0,0.0,1.0
275.0,235.0,77.63,54.1,7684.0,6434.0,1412.0,5.0,6.0,3.0,3.0,17.5,165956.175,0.0,0.171,6.0,17.28,1.987698708441312,21.1505082894079,17.5,17.5,0.0,1.0
355.0,275.0,869.7,0.0,19754.0,0.0,337.4,6.0,2.0,3.0,4.0,24.0,291324.2112,0.0,0.1,6.1,32.84,0.4411520107632696,11.7760382644241,16.0,16.0,1.0,0.0
355.0,355.0,16.73,10.33,3877.0,3142.0,1412.0,3.0,5.0,3.0,8.0,12.5,149691.96,4.0,0.171,6.0,17.28,3.9015140762139415,25.7979160885773,10.0,2.5,0.0,1.0
235.0,235.0,77.63,0.0,7684.0,0.0,920.8,1.0,1.0,4.0,3.0,20.0,49883.724,2.0,0.354,6.5,15.82,0.6262865540012748,31.292652169542098,24.0,12.0,1.0,0.0
235.0,235.0,6447.0,5538.0,40005.0,34685.0,19.43,5.0,5.0,4.0,6.0,9.0,117102.348,3.0,0.1,6.1,32.84,1.557186625408144,9.7665929594858,4.5,4.5,1.0,0.0
275.0,235.0,10.33,6.062,3142.0,2534.0,19.43,3.0,4.0,3.5,6.0,1.5,8920.3356,0.0,0.15,6.33,18.96,1.6568825821085862,56.7479924267273,4.5,1.5,0.0,1.0
235.0,235.0,25.1,0.0,4525.0,0.0,83.56,1.0,1.0,3.0,3.0,7.0,10103.1876,4.0,0.15,6.33,18.96,0.338475856722751,12.6858204588272,3.5,7.0,0.0,1.0
355.0,275.0,136.7,0.0,9726.0,0.0,38.92,3.0,1.0,4.0,4.0,10.5,70408.2456,0.0,0.171,6.0,17.28,0.5284293568657017,27.304734123903,17.5,7.0,0.0,1.0
275.0,235.0,77.63,54.1,7684.0,6434.0,162.7,1.0,6.0,3.0,8.0,15.0,72928.944,0.0,0.2,6.77,23.99,3.490340446751383,47.585120869013394,15.0,12.0,0.0,1.0
355.0,355.0,450.7,330.9,15898.0,14276.0,1752.0,3.0,6.0,3.5,5.0,6.0,31937.004,0.0,0.171,6.0,17.28,0.7030889956370616,8.3928698513241,9.0,6.0,0.0,1.0
235.0,235.0,16.73,0.0,3877.0,0.0,231.3,3.0,3.0,3.0,7.0,4.5,54659.9988,3.0,0.14,5.9,25.5,1.5362175103438174,10.7194270443548,6.0,4.5,0.0,1.0
355.0,235.0,5538.0,4221.0,34685.0,32053.0,337.4,4.0,6.0,3.0,4.0,6.0,61704.0864,2.0,0.2,6.77,23.99,0.5983726234822322,8.6004549455913,7.5,4.5,0.0,1.0
235.0,235.0,10.33,0.0,3142.0,0.0,920.8,4.0,3.0,3.0,8.0,8.0,54688.55039999999,2.0,0.123,6.19,12.9,1.6638246445042608,14.6031535671685,4.0,12.0,0.0,1.0
275.0,275.0,4221.0,3034.0,32053.0,28583.0,57.9,3.0,5.0,3.5,6.0,9.0,114679.5408,1.0,0.354,6.5,15.82,1.585877190016446,37.8865204727572,18.0,9.0,1.0,0.0
275.0,275.0,36.92,25.1,5383.0,4525.0,83.56,5.0,6.0,4.0,6.0,5.0,38340.72000000001,1.0,0.14,5.9,25.5,2.504139643214163,6.2979429752889,5.0,2.5,0.0,1.0
235.0,235.0,229.3,0.0,12437.0,0.0,920.8,6.0,1.0,3.5,5.0,15.0,291838.14,3.0,0.3,6.6,10.27,0.4180700318920329,30.5827707412629,15.0,12.0,1.0,0.0
355.0,235.0,229.3,182.6,12437.0,11253.0,482.0,1.0,5.0,4.0,5.0,20.0,36913.14,2.0,0.354,6.5,15.82,1.6100890409969413,28.131255811362998,8.0,12.0,1.0,0.0
275.0,275.0,25.1,16.73,4525.0,3877.0,38.92,5.0,5.0,3.0,8.0,4.5,104988.312,0.0,0.15,6.33,18.96,3.291091403095065,42.3726258657675,7.5,4.5,0.0,1.0
275.0,275.0,54.1,36.92,6434.0,5383.0,27.72,6.0,4.0,3.0,7.0,3.0,57608.9712,4.0,0.1,6.69,35.66,1.6261339708115488,32.6044292584535,3.0,6.0,1.0,0.0
235.0,235.0,4221.0,3034.0,32053.0,28583.0,1752.0,2.0,6.0,4.0,6.0,2.0,12138.5088,3.0,0.3,6.6,10.27,0.4057238992460656,8.5527079391158,4.0,8.0,1.0,0.0
355.0,275.0,2153.0,1752.0,26048.0,24164.0,1752.0,4.0,6.0,4.0,3.0,7.5,49373.874,3.0,0.1,6.69,35.66,0.5770393899539921,3.9363020100918997,10.0,5.0,1.0,0.0
275.0,275.0,1752.0,1412.0,24164.0,22646.0,231.3,4.0,6.0,3.0,6.0,7.0,134967.492,3.0,0.3,6.6,10.27,1.29706189159521,22.3877210688304,21.0,17.5,1.0,0.0
235.0,235.0,229.3,182.6,12437.0,11253.0,1752.0,3.0,5.0,3.0,7.0,18.0,143386.1352,0.0,0.1,6.1,32.84,1.2516310601333054,9.848672197017299,9.0,9.0,1.0,0.0
355.0,235.0,182.6,0.0,11253.0,0.0,231.3,1.0,1.0,3.0,7.0,3.0,7965.896399999999,0.0,0.283,7.28,19.74,0.1449453907647889,3.1153469437548997,4.5,4.5,0.0,1.0
355.0,235.0,54.1,0.0,6434.0,0.0,920.8,5.0,2.0,3.5,3.0,7.5,51392.880000000005,0.0,0.15,6.2,13.91,0.5954296017674725,5.5717012024994,6.0,3.0,1.0,0.0
235.0,235.0,182.6,136.7,11253.0,9726.0,19.43,5.0,6.0,4.0,5.0,3.0,20801.88,0.0,0.354,6.5,15.82,1.99467761943684,20.873541670353898,6.0,9.0,1.0,0.0
275.0,235.0,25.1,16.73,4525.0,3877.0,162.7,6.0,6.0,3.0,6.0,15.0,273361.176,2.0,0.283,7.28,19.74,4.318683341877954,120.74049812872511,10.0,7.5,0.0,1.0
355.0,275.0,10.33,6.062,3142.0,2534.0,27.72,2.0,5.0,3.0,5.0,4.0,36709.2,4.0,0.14,5.9,25.5,3.613364171610813,7.0710575620395,12.0,10.0,0.0,1.0
275.0,275.0,104.5,0.0,8682.0,0.0,38.92,4.0,1.0,3.0,5.0,8.0,84594.312,1.0,0.171,6.0,17.28,0.4001028859575289,16.7582895691308,16.0,16.0,0.0,1.0
355.0,235.0,1412.0,1119.0,22646.0,21176.0,231.3,3.0,6.0,3.0,5.0,3.0,24595.164,3.0,0.283,7.28,19.74,0.6464762961162862,10.498833739890399,9.0,12.0,0.0,1.0
275.0,275.0,54.1,0.0,6434.0,0.0,920.8,5.0,1.0,4.0,3.0,12.5,36454.275,2.0,0.1,6.69,35.66,0.371870873409624,7.3890710031144,2.5,5.0,1.0,0.0
275.0,275.0,1119.0,0.0,21176.0,0.0,19.43,1.0,1.0,3.5,5.0,9.0,40074.21,3.0,0.2,6.77,23.99,0.2329046381567977,2.9031677247977,9.0,7.5,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,162.7,1.0,1.0,3.5,8.0,4.0,16184.6784,2.0,0.3,6.6,10.27,0.1399837879043416,2.6445371847328,12.0,16.0,1.0,0.0
235.0,235.0,869.7,637.2,19754.0,17803.0,27.72,2.0,6.0,4.0,3.0,9.0,25574.076,1.0,0.14,5.9,25.5,1.9957057031182812,7.249868179082299,9.0,15.0,0.0,1.0
355.0,355.0,77.63,0.0,7684.0,0.0,38.92,4.0,2.0,3.0,8.0,5.0,40543.272,2.0,0.14,5.9,25.5,0.6847350803413705,5.181301602734201,2.5,10.0,0.0,1.0
355.0,275.0,276.9,0.0,13347.0,0.0,482.0,3.0,1.0,3.5,6.0,4.5,21254.6268,4.0,0.123,6.19,12.9,0.1541629158639887,1.1012847784197,1.5,1.5,0.0,1.0
355.0,275.0,276.9,229.3,13347.0,12437.0,671.2,5.0,4.0,3.5,5.0,3.0,51392.880000000005,3.0,0.3,6.6,10.27,0.6086376807008236,15.521884443476399,15.0,6.0,1.0,0.0
355.0,355.0,25.1,16.73,4525.0,3877.0,1412.0,5.0,4.0,3.0,5.0,24.0,105436.98,2.0,0.15,6.33,18.96,1.7679595279795974,60.553971023980196,4.0,8.0,0.0,1.0
275.0,275.0,4221.0,3034.0,32053.0,28583.0,117.7,4.0,4.0,3.5,8.0,21.0,427588.7616,0.0,0.15,6.33,18.96,1.78885940989848,67.4948944141901,21.0,3.5,0.0,1.0
355.0,275.0,77.63,0.0,7684.0,0.0,57.9,5.0,3.0,3.5,7.0,3.5,61528.698,2.0,0.171,6.0,17.28,1.2188965815824586,39.7996090344562,14.0,3.5,0.0,1.0
275.0,235.0,77.63,0.0,7684.0,0.0,337.4,2.0,1.0,3.5,6.0,6.0,26626.4064,2.0,0.14,5.9,25.5,0.3306890129164566,8.517309717251699,6.0,12.0,0.0,1.0
275.0,275.0,450.7,330.9,15898.0,14276.0,117.7,4.0,5.0,3.5,8.0,20.0,207855.648,2.0,0.3,6.6,10.27,2.6022044793211263,59.7392494748488,8.0,16.0,1.0,0.0
355.0,275.0,1752.0,1412.0,24164.0,22646.0,482.0,2.0,6.0,4.0,3.0,1.5,6167.1456,3.0,0.123,6.19,12.9,0.4391253554329994,1.1040429554703,4.5,4.5,0.0,1.0
275.0,235.0,1119.0,0.0,21176.0,0.0,38.92,3.0,1.0,4.0,8.0,10.0,45193.104,2.0,0.171,6.0,17.28,0.2088317825551417,2.8892825894814,2.5,5.0,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,337.4,4.0,3.0,3.0,7.0,12.0,66614.9616,3.0,0.15,6.2,13.91,0.4233576535222902,5.9488711927288,4.0,8.0,1.0,0.0
355.0,235.0,77.63,54.1,7684.0,6434.0,1119.0,3.0,4.0,3.0,6.0,14.0,100281.3768,1.0,0.14,5.9,25.5,1.304287941676502,5.6994563767651005,10.5,10.5,0.0,1.0
355.0,355.0,104.5,0.0,8682.0,0.0,920.8,2.0,1.0,4.0,8.0,8.0,51817.0752,1.0,0.15,6.2,13.91,0.4707530676512975,10.803717374445,12.0,12.0,1.0,0.0
235.0,235.0,77.63,54.1,7684.0,6434.0,231.3,2.0,6.0,3.0,4.0,17.5,34282.314,3.0,0.15,6.33,18.96,1.537812359105853,34.090699803997396,3.5,7.0,0.0,1.0
235.0,235.0,869.7,637.2,19754.0,17803.0,13.17,5.0,5.0,4.0,4.0,4.5,23514.282000000003,1.0,0.354,6.5,15.82,1.3780871428229915,32.1447160248553,3.0,1.5,1.0,0.0
355.0,275.0,104.5,77.63,8682.0,7684.0,1119.0,5.0,5.0,4.0,8.0,12.0,336745.728,3.0,0.14,5.9,25.5,3.1469424358909284,10.8565820313893,18.0,6.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,38.92,4.0,2.0,3.0,4.0,10.5,126777.2616,2.0,0.283,7.28,19.74,0.5031396154570623,33.1140012958967,21.0,14.0,0.0,1.0
355.0,355.0,3034.0,2153.0,28583.0,26048.0,920.8,6.0,5.0,3.5,5.0,12.0,167393.952,4.0,0.1,6.1,32.84,0.6670069771451269,18.3580756724062,9.0,12.0,1.0,0.0
235.0,235.0,182.6,0.0,11253.0,0.0,671.2,1.0,3.0,3.5,6.0,7.5,23555.07,2.0,0.123,6.19,12.9,0.6729664575064978,4.3936902807112,7.5,12.5,0.0,1.0
355.0,275.0,16.73,0.0,3877.0,0.0,83.56,6.0,1.0,3.0,7.0,8.0,90810.4032,4.0,0.15,6.2,13.91,0.6537493253542589,8.6581531556751,4.0,16.0,1.0,0.0
235.0,235.0,3034.0,2153.0,28583.0,26048.0,117.7,6.0,6.0,4.0,6.0,14.0,370028.736,0.0,0.123,6.19,12.9,2.781399839036624,17.476150180364,21.0,17.5,0.0,1.0
275.0,275.0,4221.0,3034.0,32053.0,28583.0,83.56,6.0,4.0,4.0,8.0,6.0,208655.0928,3.0,0.3,6.6,10.27,1.3346020926262434,37.9459903491326,12.0,4.0,1.0,0.0
275.0,235.0,54.1,0.0,6434.0,0.0,19.43,4.0,1.0,3.0,4.0,9.0,43292.3832,3.0,0.15,6.33,18.96,0.3816410863176516,12.1115426750202,6.0,3.0,0.0,1.0
235.0,235.0,330.9,0.0,14276.0,0.0,920.8,3.0,2.0,3.0,5.0,8.0,18109.872,0.0,0.1,6.69,35.66,0.1839112330169728,1.4867875395543,2.0,4.0,1.0,0.0
355.0,355.0,869.7,0.0,19754.0,0.0,5.412,6.0,2.0,3.0,3.0,4.0,36154.4832,4.0,0.123,6.19,12.9,0.2993166515251721,1.5243330241974,6.0,4.0,0.0,1.0
275.0,275.0,36.92,0.0,5383.0,0.0,27.72,6.0,3.0,3.5,5.0,6.0,136313.49599999998,2.0,0.15,6.2,13.91,2.174002847333111,13.0594264972353,12.0,8.0,1.0,0.0
275.0,275.0,36.92,0.0,5383.0,0.0,38.92,1.0,1.0,3.5,4.0,3.5,8850.996,0.0,0.14,5.9,25.5,0.3684803000104587,9.3095848923759,17.5,17.5,0.0,1.0
235.0,235.0,54.1,0.0,6434.0,0.0,920.8,1.0,2.0,3.5,7.0,10.5,37488.2508,2.0,0.283,7.28,19.74,0.9021389361597284,48.4202722628363,14.0,3.5,0.0,1.0
355.0,235.0,16.73,0.0,3877.0,0.0,920.8,3.0,2.0,4.0,5.0,9.0,89203.356,0.0,0.3,6.6,10.27,1.9987469846326755,107.6111882831417,9.0,3.0,1.0,0.0
355.0,235.0,1119.0,0.0,21176.0,0.0,83.56,4.0,1.0,4.0,7.0,12.0,222017.2416,0.0,0.1,6.69,35.66,0.3833449598570297,7.840097959566399,18.0,6.0,1.0,0.0
235.0,235.0,1119.0,0.0,21176.0,0.0,57.9,1.0,1.0,4.0,4.0,8.0,7309.209600000001,0.0,0.1,6.1,32.84,0.1180223631472388,0.5002483878460999,4.0,2.0,1.0,0.0
235.0,235.0,1119.0,0.0,21176.0,0.0,83.56,4.0,3.0,3.5,6.0,9.0,61304.364,3.0,0.1,6.1,32.84,0.6759072380853056,28.905321276848298,1.5,7.5,1.0,0.0
235.0,235.0,4221.0,3034.0,32053.0,28583.0,13.17,2.0,6.0,3.0,3.0,12.5,51392.88,0.0,0.1,6.69,35.66,1.5488627154212269,22.1618027196134,15.0,7.5,1.0,0.0
355.0,355.0,36.92,25.1,5383.0,4525.0,671.2,1.0,6.0,3.5,6.0,17.5,63078.64199999999,3.0,0.171,6.0,17.28,3.8761943199505176,30.13217256512,14.0,10.5,0.0,1.0
275.0,235.0,1119.0,0.0,21176.0,0.0,38.92,2.0,1.0,3.0,4.0,16.0,55341.1584,0.0,0.123,6.19,12.9,0.1744094151626741,1.1466337656562,16.0,4.0,0.0,1.0
355.0,275.0,6447.0,5538.0,40005.0,34685.0,8.693,6.0,6.0,3.0,4.0,12.0,129412.16640000002,1.0,0.15,6.33,18.96,1.411812942310671,34.5187078159139,12.0,3.0,0.0,1.0
275.0,235.0,1119.0,0.0,21176.0,0.0,920.8,1.0,2.0,3.0,5.0,20.0,59448.51,3.0,0.283,7.28,19.74,0.3348160857937488,19.265560055065098,16.0,8.0,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,671.2,1.0,3.0,3.0,4.0,3.0,7023.6936,3.0,0.14,5.9,25.5,0.1958396662980794,2.1304683310248,9.0,3.0,0.0,1.0
235.0,235.0,330.9,0.0,14276.0,0.0,83.56,3.0,3.0,4.0,8.0,12.5,121140.36,0.0,0.15,6.33,18.96,1.7465075277375186,70.9872050868999,7.5,10.0,0.0,1.0
275.0,235.0,4221.0,3034.0,32053.0,28583.0,162.7,1.0,4.0,3.5,8.0,2.5,19496.664,4.0,0.354,6.5,15.82,0.6438470735232872,13.506832133739099,15.0,10.0,1.0,0.0
355.0,355.0,1119.0,0.0,21176.0,0.0,117.7,3.0,2.0,3.0,6.0,3.0,24962.256,3.0,0.123,6.19,12.9,0.230476484759752,1.7023396110906999,6.0,15.0,0.0,1.0
